basis,record_id,year,month,analysis_role,bandwidth_km,total_effect,structured_component,residual_component
latitude,201806,2018,6,held_out,251.59953,-0.06279261237114889,-0.05943224435187278,-0.003360368019275297
latitude,201807,2018,7,held_out,251.59953,-0.1589129416009421,-0.05160937030067852,-0.10730357130026374
latitude,201808,2018,8,held_out,251.59953,-0.11658426173705735,-0.073341636779606,-0.043242624957450536
latitude,201906,2019,6,held_out,251.59953,-0.0868155322363985,-0.049964315182178115,-0.03685121705421912
latitude,201907,2019,7,held_out,251.59953,-0.0733024296311949,-0.040037769381570526,-0.03326466024962248
latitude,201908,2019,8,held_out,251.59953,-0.0678431337608604,-0.06631130939790113,-0.0015318243629587895
latitude,202006,2020,6,held_out,251.59953,-0.04429074697414468,-0.04014646391412477,-0.004144283060020064
latitude,202007,2020,7,held_out,251.59953,-0.047363835567668135,-0.04732466334343698,-3.917222423136648e-05
latitude,202008,2020,8,held_out,251.59953,0.0023200724000947276,-0.0003210998455239688,0.0026411722456178618
latitude,202106,2021,6,held_out,251.59953,-0.16526122583092903,-0.0862296361440369,-0.07903158968689189
latitude,202107,2021,7,held_out,251.59953,-0.009138480386367949,-0.02082557511459178,0.011687094728224984
latitude,202108,2021,8,held_out,251.59953,-0.029887893408474947,-0.02536332741027193,-0.004524565998202498
latitude,202206,2022,6,development,251.59953,-0.026383357390960236,-0.07603986941111537,0.049656512020155814
latitude,202207,2022,7,development,251.59953,0.15131743301168404,-0.007751574983834362,0.15906900799551887
latitude,202208,2022,8,development,251.59953,-0.14447129723414037,-0.10079580392777805,-0.043675493306361717
latitude,202306,2023,6,held_out,251.59953,-0.035503611918030864,-0.010688716485330482,-0.024814895432700573
latitude,202307,2023,7,held_out,251.59953,-0.17669889197173524,-0.0571745573297192,-0.11952433464201571
latitude,202308,2023,8,held_out,251.59953,-0.3114726836081451,-0.09431104067002323,-0.21716164293812132
latitude,202406,2024,6,held_out,251.59953,-0.09234765937023783,-0.0782349585164389,-0.014112700853799787
latitude,202407,2024,7,held_out,251.59953,0.1409929740732358,-0.028195025460166265,0.16918799953340216
latitude,202408,2024,8,held_out,251.59953,0.031347926428494384,-0.010056929154248112,0.04140485558274253
latitude,202506,2025,6,held_out,251.59953,-0.11622360092416516,-0.11439992083077287,-0.001823680093392479
latitude,202507,2025,7,held_out,251.59953,-0.173998632541842,-0.015548387101702298,-0.15845024544014036
latitude,202508,2025,8,held_out,251.59953,-0.15461013241049865,-0.034842545871551105,-0.11976758653894763
latitude_longitude,199106,1991,6,held_out,251.59953,0.13309670115827116,0.0030509559137388096,0.1300457452445325
latitude_longitude,199107,1991,7,held_out,251.59953,0.03166054864524714,-0.10195452310455287,0.13361507174979959
latitude_longitude,199108,1991,8,held_out,251.59953,0.06690066337433738,0.020670495176948894,0.046230168197388934
latitude_longitude,199206,1992,6,held_out,251.59953,0.005728163273364096,-0.02776633754726866,0.033494500820632475
latitude_longitude,199207,1992,7,held_out,251.59953,-0.0241554704792415,-0.04725576287682934,0.02310029239758884
latitude_longitude,199208,1992,8,held_out,251.59953,0.12571364163506996,-0.06300017368091404,0.1887138153159841
latitude_longitude,199306,1993,6,held_out,251.59953,-0.08426163359733636,-0.05291012458012091,-0.03135150901721629
latitude_longitude,199307,1993,7,held_out,251.59953,0.10992815773445103,-0.0023504769598266203,0.11227863469427987
latitude_longitude,199308,1993,8,held_out,251.59953,-0.04895974721160898,-0.08075658255116354,0.031796835339553256
latitude_longitude,199406,1994,6,held_out,251.59953,0.18064376122971323,0.0688519111046413,0.11179185012507259
latitude_longitude,199407,1994,7,held_out,251.59953,-0.11059297723159925,-0.09369421819858552,-0.016898759033012665
latitude_longitude,199408,1994,8,held_out,251.59953,0.06457234526838536,-0.03418591056182733,0.0987582558302133
latitude_longitude,199506,1995,6,held_out,251.59953,0.08869391833410348,0.06393801913742637,0.02475589919667589
latitude_longitude,199507,1995,7,held_out,251.59953,-0.026657522787498743,-0.08478424826273905,0.05812672547523933
latitude_longitude,199508,1995,8,held_out,251.59953,-0.09961445729009082,-0.06846436837110552,-0.03115008891898447
latitude_longitude,199606,1996,6,held_out,251.59953,-0.11916164142358324,-0.08674744036167502,-0.03241420106190737
latitude_longitude,199607,1996,7,held_out,251.59953,0.02308578004511113,-0.05638664024250442,0.07947242028761538
latitude_longitude,199608,1996,8,held_out,251.59953,-0.08956278585888551,-0.08135816022655012,-0.008204625632334492
latitude_longitude,199706,1997,6,held_out,251.59953,-0.23905594777840972,-0.1178453166452828,-0.12121063113312669
latitude_longitude,199707,1997,7,held_out,251.59953,0.04609671102371528,-0.020522916204111844,0.06661962722782594
latitude_longitude,199708,1997,8,held_out,251.59953,-0.11166958756582582,-0.0526548854432689,-0.05901470212255655
latitude_longitude,199806,1998,6,held_out,251.59953,-0.14762409028253634,-0.09070960447579259,-0.0569144858067444
latitude_longitude,199807,1998,7,held_out,251.59953,0.09254758787274035,0.007108165468623927,0.08543942240411528
latitude_longitude,199808,1998,8,held_out,251.59953,0.06055960876749699,0.01791910738753119,0.04264050137996655
latitude_longitude,199906,1999,6,held_out,251.59953,-0.21535002312731094,-0.13660851215094974,-0.07874151097636121
latitude_longitude,199907,1999,7,held_out,251.59953,-0.0030053166179256504,-0.0388098045916491,0.035804487973724125
latitude_longitude,199908,1999,8,held_out,251.59953,-0.1948572358250729,-0.11787552906447009,-0.07698170676060362
latitude_longitude,200006,2000,6,held_out,251.59953,-0.013165043585009506,-0.029491651423492443,0.01632660783848455
latitude_longitude,200007,2000,7,held_out,251.59953,-0.2140302656365165,-0.10204513775688936,-0.111985127879627
latitude_longitude,200008,2000,8,held_out,251.59953,-0.1703392330210612,-0.07365181922964627,-0.09668741379141431
latitude_longitude,200106,2001,6,held_out,251.59953,0.006215219435333281,-0.028042242911504006,0.034257462346837235
latitude_longitude,200107,2001,7,held_out,251.59953,-0.04327813459476837,-0.01935281678437382,-0.023925317810394833
latitude_longitude,200108,2001,8,held_out,251.59953,-0.1794026975073244,-0.11636545963872268,-0.06303723786860094
latitude_longitude,200206,2002,6,held_out,251.59953,-0.005976209154142731,-0.016809137252661026,0.01083292809851821
latitude_longitude,200207,2002,7,held_out,251.59953,0.23958532540864394,0.03506943407825513,0.2045158913303896
latitude_longitude,200208,2002,8,held_out,251.59953,-0.16472235276127095,-0.09680325192029375,-0.06791910084097637
latitude_longitude,200306,2003,6,held_out,251.59953,-0.13216717895558233,-0.06447628357941997,-0.06769089537616091
latitude_longitude,200307,2003,7,held_out,251.59953,0.059316761760784806,-0.03133285810429097,0.09064961986507492
latitude_longitude,200308,2003,8,held_out,251.59953,0.0945316136239909,-0.05348003687611499,0.14801165050010648
latitude_longitude,200406,2004,6,held_out,251.59953,0.08978984319477763,-0.0025682823764034443,0.09235812557118
latitude_longitude,200407,2004,7,held_out,251.59953,-0.07499263614568817,-0.06580683151672545,-0.009185804628962957
latitude_longitude,200408,2004,8,held_out,251.59953,-0.044813950972232536,-0.10390046978735877,0.0590865188151254
latitude_longitude,200506,2005,6,held_out,251.59953,-0.09740503581009652,-0.03468686915766804,-0.0627181666524282
latitude_longitude,200507,2005,7,held_out,251.59953,-0.10934983347862154,-0.06680817074079433,-0.04254166273782718
latitude_longitude,200508,2005,8,held_out,251.59953,0.011538357029954482,-0.06650241675028218,0.07804077378023555
latitude_longitude,200606,2006,6,held_out,251.59953,-0.006766049680777971,-0.05525237309928251,0.048486323418504694
latitude_longitude,200607,2006,7,held_out,251.59953,0.03634906590093547,-0.05066590077876494,0.08701496667970046
latitude_longitude,200608,2006,8,held_out,251.59953,-0.1887343275602996,-0.07857437259856205,-0.11015995496173674
latitude_longitude,200706,2007,6,held_out,251.59953,0.1634038675535098,-0.025623225347913017,0.18902709290142333
latitude_longitude,200707,2007,7,held_out,251.59953,-0.053607847301850774,-0.04049705039552636,-0.013110796906324258
latitude_longitude,200708,2007,8,held_out,251.59953,0.0229732473290664,-0.06203522583345475,0.08500847316251994
latitude_longitude,200806,2008,6,held_out,251.59953,0.07963199931531291,0.01407038394725629,0.06556161536805663
latitude_longitude,200807,2008,7,held_out,251.59953,0.02848163103037693,-0.03838440060838886,0.0668660316387652
latitude_longitude,200808,2008,8,held_out,251.59953,-0.0698500402167535,-0.09792751081030308,0.02807747059354935
latitude_longitude,200906,2009,6,held_out,251.59953,-0.07934019988500782,-0.04956901984871042,-0.029771180036297445
latitude_longitude,200907,2009,7,held_out,251.59953,0.0013272597037180481,-0.07318457521953946,0.07451183492325918
latitude_longitude,200908,2009,8,held_out,251.59953,-0.1815853196368179,-0.0634433270818043,-0.11814199255501373
latitude_longitude,201006,2010,6,held_out,251.59953,0.07813225312167775,0.006662481012544517,0.0714697721091345
latitude_longitude,201007,2010,7,held_out,251.59953,-0.08144428015090818,-0.10520743745263073,0.023763157301722897
latitude_longitude,201008,2010,8,held_out,251.59953,-0.05307385254087561,-0.08957336956360804,0.03649951702273141
latitude_longitude,201106,2011,6,held_out,251.59953,-0.06382124114601977,-0.08238666299184538,0.01856542184582385
latitude_longitude,201107,2011,7,held_out,251.59953,-0.03135150569348538,-0.05639252937274015,0.025041023679256025
latitude_longitude,201108,2011,8,held_out,251.59953,0.017068202102925055,-0.06502579446407783,0.08209399656700295
latitude_longitude,201206,2012,6,held_out,251.59953,-0.2506264947158017,-0.15060625141723977,-0.10002024329856196
latitude_longitude,201207,2012,7,held_out,251.59953,-0.18190275432440267,-0.06661326581200105,-0.11528948851240343
latitude_longitude,201208,2012,8,held_out,251.59953,-0.2292537477802984,-0.10136707689496997,-0.1278866708853282
latitude_longitude,201306,2013,6,held_out,251.59953,0.07339272084261995,-0.0005683750999888834,0.07396109594260952
latitude_longitude,201307,2013,7,held_out,251.59953,-0.024193649260312332,-0.03257017057978372,0.00837652131947225
latitude_longitude,201308,2013,8,held_out,251.59953,-0.07959699476320652,-0.07394141863267926,-0.005655576130526575
latitude_longitude,201406,2014,6,held_out,251.59953,-0.01471065957784566,-0.02295944222819606,0.00824878265035051
latitude_longitude,201407,2014,7,held_out,251.59953,-0.01598716406830914,-0.05041901075962674,0.03443184669131743
latitude_longitude,201408,2014,8,held_out,251.59953,0.03023414721852395,-0.04564931964725912,0.0758834668657829
latitude_longitude,201506,2015,6,development,251.59953,-0.16950669070463437,-0.163662403314848,-0.005844287389786723
latitude_longitude,201507,2015,7,development,251.59953,-0.17991427015700845,-0.06973602261027899,-0.11017824754672847
latitude_longitude,201508,2015,8,development,251.59953,-0.15042891406593284,-0.08657630594233817,-0.06385260812359406
latitude_longitude,201606,2016,6,held_out,251.59953,0.06277084819265265,-0.01188403698647023,0.07465488517912268
latitude_longitude,201607,2016,7,held_out,251.59953,0.014011106192999698,-0.03796747675776185,0.05197858295076264
latitude_longitude,201608,2016,8,held_out,251.59953,0.17079505537931916,0.03588180500181655,0.13491325037750318
latitude_longitude,201706,2017,6,held_out,251.59953,-0.06613996063422203,-0.05517015915683869,-0.010969801477383244
latitude_longitude,201707,2017,7,held_out,251.59953,-0.08124224022249472,-0.07556720729240461,-0.005675032930090408
latitude_longitude,201708,2017,8,held_out,251.59953,0.05174130651363078,-0.016711265700779368,0.06845257221440927
latitude_longitude,201806,2018,6,held_out,251.59953,-0.06279261237114889,-0.07493182769599385,0.012139215324845545
latitude_longitude,201807,2018,7,held_out,251.59953,-0.1589129416009421,-0.07247088345313733,-0.08644205814780351
latitude_longitude,201808,2018,8,held_out,251.59953,-0.11658426173705735,-0.05045616165194538,-0.0661281000851125
latitude_longitude,201906,2019,6,held_out,251.59953,-0.0868155322363985,-0.03979482031649843,-0.047020711919899864
latitude_longitude,201907,2019,7,held_out,251.59953,-0.0733024296311949,-0.06196354225242592,-0.011338887378767964
latitude_longitude,201908,2019,8,held_out,251.59953,-0.0678431337608604,-0.020301689146904667,-0.047541444613954584
latitude_longitude,202006,2020,6,held_out,251.59953,-0.04429074697414468,-0.04135107226880005,-0.0029396747053444367
latitude_longitude,202007,2020,7,held_out,251.59953,-0.047363835567668135,-0.04369746538058654,-0.003666370187083304
latitude_longitude,202008,2020,8,held_out,251.59953,0.0023200724000947276,-0.045324178795488786,0.04764425119558312
latitude_longitude,202106,2021,6,held_out,251.59953,-0.16526122583092903,-0.09315519934375932,-0.07210602648716981
latitude_longitude,202107,2021,7,held_out,251.59953,-0.009138480386367949,-0.0021794264609737357,-0.006959053925392025
latitude_longitude,202108,2021,8,held_out,251.59953,-0.029887893408474947,-0.045253608133865815,0.015365714725391682
latitude_longitude,202206,2022,6,development,251.59953,-0.026383357390960236,-0.07872543031512104,0.05234207292416093
latitude_longitude,202207,2022,7,development,251.59953,0.15131743301168404,-0.03389841201711224,0.1852158450287966
latitude_longitude,202208,2022,8,development,251.59953,-0.14447129723414037,-0.09671044050823216,-0.04776085672590713
latitude_longitude,202306,2023,6,held_out,251.59953,-0.035503611918030864,0.021046202171618716,-0.05654981408964972
latitude_longitude,202307,2023,7,held_out,251.59953,-0.17669889197173524,-0.09118846755340804,-0.08551042441832607
latitude_longitude,202308,2023,8,held_out,251.59953,-0.3114726836081451,-0.13582021260737256,-0.175652471000774
latitude_longitude,202406,2024,6,held_out,251.59953,-0.09234765937023783,-0.05403965822915368,-0.038308001141083806
latitude_longitude,202407,2024,7,held_out,251.59953,0.1409929740732358,-0.006701525570398229,0.14769449964363424
latitude_longitude,202408,2024,8,held_out,251.59953,0.031347926428494384,-0.011523015266607263,0.04287094169510107
latitude_longitude,202506,2025,6,held_out,251.59953,-0.11622360092416516,-0.09813966331497827,-0.01808393760918757
latitude_longitude,202507,2025,7,held_out,251.59953,-0.173998632541842,-0.04435206434549007,-0.12964656819635145
latitude_longitude,202508,2025,8,held_out,251.59953,-0.15461013241049865,-0.07959608040469648,-0.07501405200580091
latitude_longitude_elevation,199106,1991,6,held_out,251.59953,0.13309670115827116,0.04998219287143499,0.08311450828683638
latitude_longitude_elevation,199107,1991,7,held_out,251.59953,0.03166054864524714,-0.024163330418860703,0.055823879064107414
latitude_longitude_elevation,199108,1991,8,held_out,251.59953,0.06690066337433738,0.05157085793318951,0.0153298054411475
latitude_longitude_elevation,199206,1992,6,held_out,251.59953,0.005728163273364096,0.005211117384260461,0.0005170458891036909
latitude_longitude_elevation,199207,1992,7,held_out,251.59953,-0.0241554704792415,-0.05151803843954489,0.027362567960303
latitude_longitude_elevation,199208,1992,8,held_out,251.59953,0.12571364163506996,0.019186866820551682,0.106526774814519
latitude_longitude_elevation,199306,1993,6,held_out,251.59953,-0.08426163359733636,-0.09821720746591549,0.0139555738685794
latitude_longitude_elevation,199307,1993,7,held_out,251.59953,0.10992815773445103,0.10802178336780563,0.0019063743666476295
latitude_longitude_elevation,199308,1993,8,held_out,251.59953,-0.04895974721160898,0.009036634692753936,-0.05799638190436325
latitude_longitude_elevation,199406,1994,6,held_out,251.59953,0.18064376122971323,0.1810754635258996,-0.00043170229618545323
latitude_longitude_elevation,199407,1994,7,held_out,251.59953,-0.11059297723159925,-0.13552553607476536,0.024932558843166974
latitude_longitude_elevation,199408,1994,8,held_out,251.59953,0.06457234526838536,0.0029956652582785815,0.06157668001010667
latitude_longitude_elevation,199506,1995,6,held_out,251.59953,0.08869391833410348,0.06003199282323649,0.028661925510866385
latitude_longitude_elevation,199507,1995,7,held_out,251.59953,-0.026657522787498743,-0.04677374018307407,0.020116217395574097
latitude_longitude_elevation,199508,1995,8,held_out,251.59953,-0.09961445729009082,-0.0767282342892728,-0.022886223000818044
latitude_longitude_elevation,199606,1996,6,held_out,251.59953,-0.11916164142358324,-0.08985961156319563,-0.02930202986038719
latitude_longitude_elevation,199607,1996,7,held_out,251.59953,0.02308578004511113,0.017766752615107767,0.005319027430003361
latitude_longitude_elevation,199608,1996,8,held_out,251.59953,-0.08956278585888551,-0.06551254577498537,-0.024050240083900533
latitude_longitude_elevation,199706,1997,6,held_out,251.59953,-0.23905594777840972,-0.21846615807518885,-0.020589789703220597
latitude_longitude_elevation,199707,1997,7,held_out,251.59953,0.04609671102371528,0.037710873511348296,0.008385837512365504
latitude_longitude_elevation,199708,1997,8,held_out,251.59953,-0.11166958756582582,-0.07062310386747503,-0.04104648369835074
latitude_longitude_elevation,199806,1998,6,held_out,251.59953,-0.14762409028253634,-0.052880624298952746,-0.0947434659835848
latitude_longitude_elevation,199807,1998,7,held_out,251.59953,0.09254758787274035,0.027757577768931525,0.06479001010380918
latitude_longitude_elevation,199808,1998,8,held_out,251.59953,0.06055960876749699,0.07431595360996739,-0.013756344842468956
latitude_longitude_elevation,199906,1999,6,held_out,251.59953,-0.21535002312731094,-0.15819147638588957,-0.05715854674142142
latitude_longitude_elevation,199907,1999,7,held_out,251.59953,-0.0030053166179256504,0.06749920149607154,-0.07050451811399473
latitude_longitude_elevation,199908,1999,8,held_out,251.59953,-0.1948572358250729,-0.058124612479709285,-0.1367326233453644
latitude_longitude_elevation,200006,2000,6,held_out,251.59953,-0.013165043585009506,-0.0182484255327161,0.005083381947708316
latitude_longitude_elevation,200007,2000,7,held_out,251.59953,-0.2140302656365165,-0.12995793893996094,-0.08407232669655543
latitude_longitude_elevation,200008,2000,8,held_out,251.59953,-0.1703392330210612,-0.1427063162667766,-0.027632916754284653
latitude_longitude_elevation,200106,2001,6,held_out,251.59953,0.006215219435333281,0.04114299662994034,-0.03492777719460691
latitude_longitude_elevation,200107,2001,7,held_out,251.59953,-0.04327813459476837,-0.008826604112051582,-0.03445153048271783
latitude_longitude_elevation,200108,2001,8,held_out,251.59953,-0.1794026975073244,-0.06834466626142142,-0.11105803124590277
latitude_longitude_elevation,200206,2002,6,held_out,251.59953,-0.005976209154142731,0.005015202279212544,-0.010991411433354425
latitude_longitude_elevation,200207,2002,7,held_out,251.59953,0.23958532540864394,0.14149648371542123,0.09808884169322339
latitude_longitude_elevation,200208,2002,8,held_out,251.59953,-0.16472235276127095,-0.11205166434286054,-0.052670688418410584
latitude_longitude_elevation,200306,2003,6,held_out,251.59953,-0.13216717895558233,-0.06602584395622824,-0.06614133499935337
latitude_longitude_elevation,200307,2003,7,held_out,251.59953,0.059316761760784806,0.05862443123910766,0.0006923305216770965
latitude_longitude_elevation,200308,2003,8,held_out,251.59953,0.0945316136239909,0.07636846497771647,0.018163148646273743
latitude_longitude_elevation,200406,2004,6,held_out,251.59953,0.08978984319477763,0.11504728261634731,-0.025257439421569487
latitude_longitude_elevation,200407,2004,7,held_out,251.59953,-0.07499263614568817,-0.05457452043286194,-0.020418115712826933
latitude_longitude_elevation,200408,2004,8,held_out,251.59953,-0.044813950972232536,-0.010198339381813859,-0.034615611590419273
latitude_longitude_elevation,200506,2005,6,held_out,251.59953,-0.09740503581009652,-0.10152703884866926,0.004122003038573276
latitude_longitude_elevation,200507,2005,7,held_out,251.59953,-0.10934983347862154,-0.056458533374264167,-0.05289130010435903
latitude_longitude_elevation,200508,2005,8,held_out,251.59953,0.011538357029954482,-0.007755421490859852,0.019293778520813192
latitude_longitude_elevation,200606,2006,6,held_out,251.59953,-0.006766049680777971,0.029811891327998906,-0.0365779410087763
latitude_longitude_elevation,200607,2006,7,held_out,251.59953,0.03634906590093547,-0.03424902856296435,0.07059809446390053
latitude_longitude_elevation,200608,2006,8,held_out,251.59953,-0.1887343275602996,-0.17100041766125137,-0.01773390989904759
latitude_longitude_elevation,200706,2007,6,held_out,251.59953,0.1634038675535098,0.1892353621827505,-0.025831494629240177
latitude_longitude_elevation,200707,2007,7,held_out,251.59953,-0.053607847301850774,-0.02372233057242984,-0.02988551672942075
latitude_longitude_elevation,200708,2007,8,held_out,251.59953,0.0229732473290664,0.07138702330699376,-0.048413775977928515
latitude_longitude_elevation,200806,2008,6,held_out,251.59953,0.07963199931531291,0.09563714989979694,-0.016005150584484432
latitude_longitude_elevation,200807,2008,7,held_out,251.59953,0.02848163103037693,-0.0068171384207586505,0.03529876945113454
latitude_longitude_elevation,200808,2008,8,held_out,251.59953,-0.0698500402167535,-0.05658356990052443,-0.013266470316229026
latitude_longitude_elevation,200906,2009,6,held_out,251.59953,-0.07934019988500782,-0.0788688965126638,-0.00047130337234402953
latitude_longitude_elevation,200907,2009,7,held_out,251.59953,0.0013272597037180481,-0.010849501401086228,0.012176761104804276
latitude_longitude_elevation,200908,2009,8,held_out,251.59953,-0.1815853196368179,-0.14900757846554116,-0.0325777411712766
latitude_longitude_elevation,201006,2010,6,held_out,251.59953,0.07813225312167775,0.06273442416308384,0.015397828958594763
latitude_longitude_elevation,201007,2010,7,held_out,251.59953,-0.08144428015090818,-0.04856395049916762,-0.032880329651741244
latitude_longitude_elevation,201008,2010,8,held_out,251.59953,-0.05307385254087561,-0.1140720863750353,0.060998233834159366
latitude_longitude_elevation,201106,2011,6,held_out,251.59953,-0.06382124114601977,-0.03415292555057057,-0.029668315595450266
latitude_longitude_elevation,201107,2011,7,held_out,251.59953,-0.03135150569348538,0.011087301623708214,-0.04243880731719335
latitude_longitude_elevation,201108,2011,8,held_out,251.59953,0.017068202102925055,0.07659646015916041,-0.05952825805623639
latitude_longitude_elevation,201206,2012,6,held_out,251.59953,-0.2506264947158017,-0.21485151519341442,-0.035774979522388596
latitude_longitude_elevation,201207,2012,7,held_out,251.59953,-0.18190275432440267,-0.15204069991770305,-0.029862054406700547
latitude_longitude_elevation,201208,2012,8,held_out,251.59953,-0.2292537477802984,-0.13084114441226416,-0.09841260336803559
latitude_longitude_elevation,201306,2013,6,held_out,251.59953,0.07339272084261995,0.048914783893853085,0.024477936948768594
latitude_longitude_elevation,201307,2013,7,held_out,251.59953,-0.024193649260312332,-0.06658526403550408,0.04239161477519264
latitude_longitude_elevation,201308,2013,8,held_out,251.59953,-0.07959699476320652,-0.04891525547292123,-0.030681739290285618
latitude_longitude_elevation,201406,2014,6,held_out,251.59953,-0.01471065957784566,-0.026473076567781487,0.011762416989935718
latitude_longitude_elevation,201407,2014,7,held_out,251.59953,-0.01598716406830914,-0.011989464597238564,-0.00399769947107035
latitude_longitude_elevation,201408,2014,8,held_out,251.59953,0.03023414721852395,-0.03337144674724502,0.06360559396576934
latitude_longitude_elevation,201506,2015,6,development,251.59953,-0.16950669070463437,-0.24796110093145424,0.07845441022682
latitude_longitude_elevation,201507,2015,7,development,251.59953,-0.17991427015700845,-0.1643773863800664,-0.015536883776942487
latitude_longitude_elevation,201508,2015,8,development,251.59953,-0.15042891406593284,-0.1504035423391062,-2.5371726826939924e-05
latitude_longitude_elevation,201606,2016,6,held_out,251.59953,0.06277084819265265,0.06908881163695318,-0.006317963444299722
latitude_longitude_elevation,201607,2016,7,held_out,251.59953,0.014011106192999698,-0.028552886436820923,0.04256399262982155
latitude_longitude_elevation,201608,2016,8,held_out,251.59953,0.17079505537931916,0.071439330954808,0.0993557244245095
latitude_longitude_elevation,201706,2017,6,held_out,251.59953,-0.06613996063422203,-0.02802202929956212,-0.03811793133466089
latitude_longitude_elevation,201707,2017,7,held_out,251.59953,-0.08124224022249472,-0.1033073758486617,0.02206513562616688
latitude_longitude_elevation,201708,2017,8,held_out,251.59953,0.05174130651363078,0.041646738671460945,0.0100945678421685
latitude_longitude_elevation,201806,2018,6,held_out,251.59953,-0.06279261237114889,-0.07552635193229804,0.012733739561148849
latitude_longitude_elevation,201807,2018,7,held_out,251.59953,-0.1589129416009421,-0.09008910006507803,-0.06882384153586382
latitude_longitude_elevation,201808,2018,8,held_out,251.59953,-0.11658426173705735,-0.05481346381176516,-0.061770797925292185
latitude_longitude_elevation,201906,2019,6,held_out,251.59953,-0.0868155322363985,-0.06847410822749732,-0.01834142400889986
latitude_longitude_elevation,201907,2019,7,held_out,251.59953,-0.0733024296311949,-0.10526360252174924,0.03196117289055568
latitude_longitude_elevation,201908,2019,8,held_out,251.59953,-0.0678431337608604,-0.02637532309418621,-0.04146781066667328
latitude_longitude_elevation,202006,2020,6,held_out,251.59953,-0.04429074697414468,-0.002040579443216762,-0.04225016753092802
latitude_longitude_elevation,202007,2020,7,held_out,251.59953,-0.047363835567668135,-0.05852270754882124,0.011158871981151763
latitude_longitude_elevation,202008,2020,8,held_out,251.59953,0.0023200724000947276,-0.02064973028398965,0.02296980268408447
latitude_longitude_elevation,202106,2021,6,held_out,251.59953,-0.16526122583092903,-0.05459338461684466,-0.11066784121408452
latitude_longitude_elevation,202107,2021,7,held_out,251.59953,-0.009138480386367949,-0.021630427427062532,0.012491947040696507
latitude_longitude_elevation,202108,2021,8,held_out,251.59953,-0.029887893408474947,-0.034087492261328935,0.004199598852852721
latitude_longitude_elevation,202206,2022,6,development,251.59953,-0.026383357390960236,-0.023846163867478322,-0.002537193523481563
latitude_longitude_elevation,202207,2022,7,development,251.59953,0.15131743301168404,0.06020043635042191,0.09111699666126186
latitude_longitude_elevation,202208,2022,8,development,251.59953,-0.14447129723414037,-0.04146223124946363,-0.1030090659846762
latitude_longitude_elevation,202306,2023,6,held_out,251.59953,-0.035503611918030864,0.01277492847308005,-0.04827854039111177
latitude_longitude_elevation,202307,2023,7,held_out,251.59953,-0.17669889197173524,-0.11297642254078052,-0.06372246943095414
latitude_longitude_elevation,202308,2023,8,held_out,251.59953,-0.3114726836081451,-0.2560752300094555,-0.05539745359869018
latitude_longitude_elevation,202406,2024,6,held_out,251.59953,-0.09234765937023783,-0.014336254484086994,-0.07801140488615078
latitude_longitude_elevation,202407,2024,7,held_out,251.59953,0.1409929740732358,0.07762725382285769,0.06336572025037912
latitude_longitude_elevation,202408,2024,8,held_out,251.59953,0.031347926428494384,-0.011118453261298216,0.04246637968979205
latitude_longitude_elevation,202506,2025,6,held_out,251.59953,-0.11622360092416516,-0.0682652059759125,-0.04795839494825316
latitude_longitude_elevation,202507,2025,7,held_out,251.59953,-0.173998632541842,-0.1274064168812618,-0.04659221566057939
latitude_longitude_elevation,202508,2025,8,held_out,251.59953,-0.15461013241049865,-0.1303679092129103,-0.024242223197589157
latitude,199106,1991,6,held_out,503.19906,0.1851535255250518,-0.02710576267190675,0.21225928819695838
latitude,199107,1991,7,held_out,503.19906,-0.049653797251304005,-0.11284033250872122,0.06318653525741645
latitude,199108,1991,8,held_out,503.19906,0.11707911674427042,-0.017278801743041507,0.13435791848731196
latitude,199206,1992,6,held_out,503.19906,0.013285827273252485,-0.02429186386284226,0.037577691136094805
latitude,199207,1992,7,held_out,503.19906,-0.07108715067377927,-0.09496442920868674,0.02387727853490684
latitude,199208,1992,8,held_out,503.19906,0.14490590633512196,-0.11779001332614328,0.2626959196612645
latitude,199306,1993,6,held_out,503.19906,-0.06136018928132588,-0.045641106033346784,-0.015719083247978872
latitude,199307,1993,7,held_out,503.19906,0.11349345137525786,-0.0690950883854749,0.18258853976073225
latitude,199308,1993,8,held_out,503.19906,-0.06573343032437297,-0.09175608556207492,0.026022655237701645
latitude,199406,1994,6,held_out,503.19906,0.2980427716482711,-0.045616082870129415,0.34365885451840084
latitude,199407,1994,7,held_out,503.19906,-0.20926747653178152,-0.09531908328035778,-0.11394839325142284
latitude,199408,1994,8,held_out,503.19906,0.02479183430216373,-0.08236047010650241,0.10715230440866545
latitude,199506,1995,6,held_out,503.19906,0.08779652151970892,0.04472981339969032,0.04306670812001849
latitude,199507,1995,7,held_out,503.19906,-0.1159826086640563,-0.1141628017581466,-0.0018198069059098133
latitude,199508,1995,8,held_out,503.19906,-0.1350241500207799,-0.07851420470432284,-0.0565099453164575
latitude,199606,1996,6,held_out,503.19906,-0.0867345586554979,-0.07236948695921407,-0.014365071696285132
latitude,199607,1996,7,held_out,503.19906,0.005430121622044425,-0.12261722317993892,0.1280473448019843
latitude,199608,1996,8,held_out,503.19906,-0.107998423923042,-0.11312693917610694,0.005128515253065353
latitude,199706,1997,6,held_out,503.19906,-0.298083238961384,-0.15038450902888198,-0.14769872993250338
latitude,199707,1997,7,held_out,503.19906,-0.003962649030953178,-0.06460212707213045,0.06063947804117721
